POPULATION,POP_CODE,GENO,SP,LAT,LON,ELEV,STATE,NEW_CODE,BEAVER,TAM,ELEVWC,Prec,precwetmo,precdrymo,precCoV,precwetqtr,precdryqtr,precwarmqtr,preccoldqtr,MAT,MDR,MAXT,MINT,CART,MWET,MDRY,MWAR,MCOL
MittryLakeYuma,ML,ML562,SAEX,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML563,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML564,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML565,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML567,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML569,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML574,POFR,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML576,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML578,POFR,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML580,POFR,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,ML,ML661,,32.8498,-114.49281,49,AZ,MYN-MLY,,Y,69,81,14,0,57,32,4,20,27,23.1,15.9,41.6,5.8,35.8,29.4,26,32.6,13.8
MittryLakeYuma,MLYU,MLYU201,TARA,32.83953,-114.44067,52,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU202,TARA,32.83682,-114.44065,53,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU203,TARA,32.8392,-114.44122,48,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU204,TARA,32.83951,-114.44145,48,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU205,TARA,32.83951,-114.44151,52,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU206,TARA,32.83968,-114.44162,52,AZ,MYN-MLY,,Y,56,85,14,0,50,33,5,20,29,23.2,15.8,41.6,5.9,35.7,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU207,TARA,32.82076,-114.47266,46,AZ,MYN-MLY,,Y,45,80,13,0,55,31,4,19,27,23.2,15.9,41.7,5.9,35.8,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU208,TARA,32.82073,-114.47289,38,AZ,MYN-MLY,,Y,45,80,13,0,55,31,4,19,27,23.2,15.9,41.7,5.9,35.8,29.5,26.1,32.7,13.9
MittryLakeYuma,MLYU,MLYU209,TARA,32.82057,-114.47279,43,AZ,MYN-MLY,,Y,45,80,13,0,55,31,4,19,27,23.2,15.9,41.7,5.9,35.8,29.5,26.1,32.7,13.9
Mt.MeadowMassacreMemorial,MMM,MMM701,SAEX,37.47634,-113.6428,1729,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM702,POFR,37.4766,-113.6429,1724,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM703,SAEX,37.47712,-113.64298,1730,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM704,SAGO,37.47752,-113.64285,1732,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM705,SAEX,37.47549,-113.64339,1719,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM706,SAGO,37.47532,-113.64356,1722,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM707,POFR,37.47522,-113.64357,1726,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM708,SAEX,37.47523,-113.64357,1727,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM709,POFR,37.47519,-113.6435,1725,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM710,SAGO,37.47508,-113.64319,1721,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM711,SAEX,37.47508,-113.64327,1721,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM712,SAGO,37.47503,-113.64314,1726,UT,MMM-MMM,,,1746,377,48,11,28,123,61,78,108,9.5,16.1,30.7,-8,38.7,1.2,12.8,20.1,-0.3
Mt.MeadowMassacreMemorial,MMM,MMM713,SAEX,37.47497,-113.6432,1723,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM714,SAGO,37.47486,-113.64336,1721,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM715,SAGO,37.47497,-113.64353,1727,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM716,SAGO,37.47459,-113.64352,1725,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM717,SAEX,37.4745,-113.64349,1726,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM718,SAEX,37.4745,-113.64349,1726,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM719,SAEX,37.47433,-113.64374,1705,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM720,SAEX,37.47426,-113.64411,1717,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM721,SAEX,37.47426,-113.64411,1717,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM722,SAGO,37.47406,-113.64274,1727,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM723,SAGO,37.47421,-113.64261,1728,UT,MMM-MMM,,,1737,377,48,11,28,123,61,78,108,9.6,16.1,30.8,-7.9,38.7,1.3,12.9,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM724,POFR,37.44807,-113.6249,1677,UT,MMM-MMM,,,1737,385,49,11,28,126,62,80,111,9.7,16,30.8,-7.6,38.4,1.4,12.9,20.2,-0.1
Mt.MeadowMassacreMemorial,MMM,MMM725,POFR,37.4519,-113.62159,1715,UT,MMM-MMM,,,1747,384,49,11,28,126,62,80,110,9.6,16,30.7,-7.7,38.4,1.3,12.8,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM726,POFR,37.45205,-113.62138,1716,UT,MMM-MMM,,,1747,384,49,11,28,126,62,80,110,9.6,16,30.7,-7.7,38.4,1.3,12.8,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM727,POFR,37.45208,-113.62129,1716,UT,MMM-MMM,,,1747,384,49,11,28,126,62,80,110,9.6,16,30.7,-7.7,38.4,1.3,12.8,20.1,-0.2
Mt.MeadowMassacreMemorial,MMM,MMM728,POFR,37.47477,-113.62738,1791,UT,MMM-MMM,,,1804,385,48,12,26,124,64,83,109,9.3,16,30.4,-8.1,38.5,1,12.4,19.7,-0.5
Mt.MeadowMassacreMemorial,MMM,MMM729,POFR,37.47509,-113.6275,1794,UT,MMM-MMM,,,1789,382,48,12,27,123,64,81,108,9.3,16,30.4,-8.1,38.5,1,12.5,19.8,-0.5
MoapaWamSpringsUtah,MOAP,MOAP101,SAEX,36.78772,-114.88451,2146,NV,,,,658,119,14,3,31,38,17,28,33,18.1,16,39.6,-0.6,40.2,9.4,22.2,29.4,7.3
MoapaWamSpringsUtah,MOAP,MOAP102,SAEX,36.78787,-114.88451,2146,NV,,,,658,119,14,3,31,38,17,28,33,18.1,16,39.6,-0.6,40.2,9.4,22.2,29.4,7.3
MuleyTwistCapitolReef,MTCR,MTCR128,,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR132,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR133,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR137,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR138,,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR150,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR151,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR152,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR153,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR154,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR155,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR156,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR157,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
MuleyTwistCapitolReef,MTCR,MTCR158,POFR,37.8493,-111.0315,1730,UT,CMT-MUL,,,1776,201,30,9,34,75,35,62,39,10.9,14.6,32.3,-8.2,40.5,21.6,15.1,22.5,-0.5
NorthCottonwoodCreek,NCC,NCC2,,38.0785,-109.566,1624,UT,CHN-NCC,,,1630,271,32,10,24,88,49,66,63,11,15.9,33.7,-8.8,42.5,17.8,15.5,22.9,-0.8
NorthCottonwoodCreek,NCC,NCC463,POFR,38.0785,-109.566,1624,UT,CHN-NCC,,,1630,271,32,10,24,88,49,66,63,11,15.9,33.7,-8.8,42.5,17.8,15.5,22.9,-0.8
NorthCottonwoodCreek,NCC,NCC468,POFR,38.0785,-109.566,1624,UT,CHN-NCC,,,1630,271,32,10,24,88,49,66,63,11,15.9,33.7,-8.8,42.5,17.8,15.5,22.9,-0.8
NorthCottonwoodCreek,NCC,NCC477,,38.0785,-109.566,1624,UT,CHN-NCC,,,1630,271,32,10,24,88,49,66,63,11,15.9,33.7,-8.8,42.5,17.8,15.5,22.9,-0.8
OasisofMara,OM,OM2,POFR,34.128,-116.042,594,CA,JTO-MAR,,,602,122,19,0,48,45,7,32,40,20.1,16.7,40.4,2.8,37.6,29.6,23.1,30,11
OasisofMara,OM,OM3,POFR,34.128,-116.042,594,CA,JTO-MAR,,,602,122,19,0,48,45,7,32,40,20.1,16.7,40.4,2.8,37.6,29.6,23.1,30,11
OurayNationalWildlifeRefuge,OR,OR1,,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR4,POFR,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR7,,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR8,,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR9,POFR,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR271,,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OurayNationalWildlifeRefuge,OR,OR278,,40.152,-109.62,1423,UT,ORA-OUR,,,1426,186,23,9,25,60,32,49,32,8.4,18.1,34.2,-16.7,50.9,16.2,-6.9,21.9,-6.9
OwensValley,OV,OV1,POFR,37.34774,-118.32741,1227,CA,OBH-OWE,,,1230,149,26,5,53,67,16,16,67,13.5,19.1,36,-5.3,41.3,4,23.5,23.5,4
OwensValley,OV,OV2,POFR,37.34774,-118.32741,1227,CA,OBH-OWE,,,1230,149,26,5,53,67,16,16,67,13.5,19.1,36,-5.3,41.3,4,23.5,23.5,4
OwensValley,OV,OV4,POFR,37.34774,-118.32741,1227,CA,OBH-OWE,,,1230,149,26,5,53,67,16,16,67,13.5,19.1,36,-5.3,41.3,4,23.5,23.5,4
OwensValley,OV,OV8,,37.34774,-118.32741,1227,CA,OBH-OWE,,,1230,149,26,5,53,67,16,16,67,13.5,19.1,36,-5.3,41.3,4,23.5,23.5,4
PahranagatLake,PAHR,PAHR101,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR102,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR103,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR104,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR105,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR106,TARA,37.19193,-115.03107,942,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR107,TARA,37.19162,-115.0315,936,NV,,,,952,158,18,5,25,48,29,38,40,15.4,17.1,37.1,-3.4,40.5,6.9,19,26.2,5
PahranagatLake,PAHR,PAHR108,TARA,37.19172,-115.0312,947,NV,,,,1010,163,19,5,26,49,29,39,41,15,17.1,36.6,-3.5,40.1,6.6,18.6,25.7,4.8
PahranagatLake,PAHR,PAHR109,TARA,37.19115,-115.03068,949,NV,,,,952,158,18,5,25,48,29,38,40,15.4,17.1,37.1,-3.4,40.5,6.9,19,26.2,5
HorseshoeDam,HD,PF1,POFR,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,PF10,POFR,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HassayampaRiverWickenburg,HP,PF101,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF102,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF103,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF104,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF105,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF106,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF107,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF108,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF109,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HP,PF110,POFR,33.96328,-111.71495,765,AZ,,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
SweetwaterGilaRiver,SW,PF163,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF164,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF165,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF166,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF167,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF168,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF169,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
SweetwaterGilaRiver,SW,PF170,POFR,33.13218,-111.84095,370,AZ,,,,367,210,34,3,49,79,14,63,63,21.2,18.2,41.2,2.1,39.1,30.9,24.7,31.4,11.3
HorseshoeDam,HD,PF2,POFR,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
SantaCruzRiverTucson,SC,PF201,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF202,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF203,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF204,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF205,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF206,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF207,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF208,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF209,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,PF210,POFR,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
AlamoLakeBillWilliams,AL,PF215,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,PF216,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,PF217,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,PF218,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,PF219,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
AlamoLakeBillWilliams,AL,PF220,POFR,34.2933,-113.53507,357,AZ,ABC-ALB,,,343,190,27,2,47,64,12,45,62,20.6,18.2,41.5,1.6,39.9,12.6,23.8,31,10.9
SantaMariaRiverAlamoLake,AL,PF231,POFR,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,PF232,POFR,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,PF233,POFR,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,PF234,POFR,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
